DATE,YEARMONTH,DEBT_TYPE,DEBT_VALUE,INTEREST_RATE,INTEREST_COMPOUND,REPAYMENT,INTEREST,REMAINING_VALUE
31-10-2021,Oct 2021,Housing,502500,1.28,Monthly,1963.77,536,501072.23
